customer_id,country,segment,signup_date,contract_type,monthly_fee,transaction_count,total_spend,avg_transaction_amount,failed_transactions,refunded_transactions,q2_transactions,q2_failed_transactions,failure_rate,refund_rate,q2_failure_rate,total_tickets,billing_tickets,cancellation_tickets,high_priority_tickets,q2_tickets,q2_billing_tickets,q2_billing_ticket_rate,billing_ticket_rate,cancellation_ticket_rate,churn_probability,status
CUST_002941,Netherlands,SMB,2023-03-26,Monthly,196.71,21,1586.09,75.52809523809523,0,0,7,0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.25,0.2475,Active
CUST_002942,Spain,Consumer,2021-07-25,Monthly,262.13,19,1750.56,92.13473684210526,1,0,7,0,0.05263157894736842,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.25,0.0,0.22460526315789475,Churned
CUST_002943,Italy,SMB,2022-01-08,Monthly,39.42,20,1472.78,73.639,3,1,6,1,0.15,0.05,0.16666666666666666,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.395,Active
CUST_002944,Spain,SMB,2025-09-16,Annual,123.24,28,2966.19,105.93535714285714,2,0,8,0,0.07142857142857142,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.25,0.0,0.14464285714285716,Active
CUST_002945,Spain,Consumer,2024-11-02,Annual,499.28,15,1321.03,88.06866666666666,2,0,4,0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15666666666666668,Active
CUST_002946,Germany,Consumer,2021-03-05,Monthly,285.23,21,1653.54,78.74,0,1,1,0,0.0,0.047619047619047616,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.18928571428571428,Active
CUST_002947,Germany,Consumer,2025-09-28,Monthly,57.7,23,1712.73,74.46652173913044,0,0,6,0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.14500000000000002,Active
CUST_002948,Italy,Consumer,2025-03-21,Annual,160.56,26,2287.43,87.97807692307691,0,1,6,0,0.0,0.038461538461538464,0.0,8.0,1.0,1.0,3.0,3.0,0.0,0.0,0.125,0.125,0.16903846153846153,Active
CUST_002949,Netherlands,Consumer,2023-09-23,Annual,108.69,17,1499.71,88.21823529411765,1,0,3,1,0.058823529411764705,0.0,0.3333333333333333,5.0,1.0,0.0,1.0,4.0,1.0,0.25,0.2,0.0,0.3795588235294117,Active
CUST_002950,Italy,SMB,2021-02-24,Annual,463.86,27,1872.08,69.3362962962963,2,1,6,1,0.07407407407407407,0.037037037037037035,0.16666666666666666,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.2,0.29037037037037033,Active
CUST_002951,Spain,Consumer,2023-03-06,Annual,406.98,19,1228.36,64.65052631578946,1,0,4,1,0.05263157894736842,0.0,0.25,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.3221052631578948,Churned
CUST_002952,Italy,Consumer,2021-10-24,Annual,282.51,15,1131.91,75.46066666666667,0,0,6,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.065,Active
CUST_002953,Spain,Consumer,2022-10-30,Annual,476.86,11,1026.04,93.27636363636363,0,1,2,0,0.0,0.09090909090909091,0.0,5.0,2.0,0.0,3.0,1.0,0.0,0.0,0.4,0.0,0.18227272727272725,Churned
CUST_002954,Netherlands,Consumer,2022-07-30,Two-Year,198.98,17,1294.75,76.16176470588235,2,0,3,0,0.11764705882352941,0.0,0.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0.125,0.25,0.2953676470588235,Active
CUST_002955,Germany,Enterprise,2024-07-25,Annual,435.18,26,2147.87,82.61038461538462,2,2,6,1,0.07692307692307693,0.07692307692307693,0.16666666666666666,6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.31461538461538463,Active
CUST_002956,Germany,Consumer,2024-09-09,Annual,244.42,17,1324.18,77.89294117647059,0,0,5,0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.065,Active
CUST_002957,Spain,Consumer,2021-11-12,Annual,427.34,20,1563.6399999999999,78.18199999999999,1,0,5,0,0.05,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,Active
CUST_002958,Spain,Consumer,2025-07-01,Monthly,452.33,14,1134.44,81.03142857142858,0,0,1,0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2,0.2,0.22999999999999998,Churned
CUST_002959,Spain,Enterprise,2024-05-09,Monthly,242.22,23,2076.43,90.2795652173913,1,1,7,0,0.043478260869565216,0.043478260869565216,0.0,8.0,2.0,1.0,3.0,3.0,1.0,0.3333333333333333,0.25,0.125,0.35407608695652176,Churned
CUST_002960,Netherlands,SMB,2024-05-02,Two-Year,105.44,18,1143.47,63.52611111111111,1,0,3,0,0.05555555555555555,0.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.2,0.2,0.22444444444444442,Active
CUST_002961,Italy,Consumer,2024-11-18,Annual,112.34,27,2160.19,80.00703703703704,0,1,10,0,0.0,0.037037037037037035,0.0,9.0,2.0,1.0,2.0,2.0,1.0,0.5,0.2222222222222222,0.1111111111111111,0.23833333333333334,Active
CUST_002962,Netherlands,SMB,2024-08-21,Monthly,158.65,14,1106.24,79.01714285714286,0,0,5,0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.18833333333333332,Active
CUST_002963,Spain,SMB,2024-12-11,Monthly,127.01,21,1656.0,78.85714285714286,2,0,2,1,0.09523809523809523,0.0,0.5,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.16666666666666666,0.0,0.5611904761904762,Churned
CUST_002964,France,SMB,2022-06-14,Monthly,206.36,27,2628.68,97.35851851851851,2,0,4,0,0.07407407407407407,0.0,0.0,10.0,1.0,0.0,1.0,2.0,1.0,0.5,0.1,0.0,0.2942592592592593,Active
CUST_002965,Spain,Consumer,2024-06-07,Monthly,263.21,16,1646.17,102.885625,1,1,2,0,0.0625,0.0625,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.26875,Churned
CUST_002966,Germany,SMB,2025-11-17,Annual,61.81,14,1053.38,75.24142857142859,2,0,5,0,0.14285714285714285,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17928571428571427,Active
CUST_002967,Germany,Consumer,2024-10-09,Annual,456.63,25,1980.16,79.2064,2,0,7,2,0.08,0.0,0.2857142857142857,7.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.4604285714285714,Churned
CUST_002968,Spain,Consumer,2023-01-15,Monthly,21.17,19,1617.9,85.15263157894738,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,Active
CUST_002969,France,Consumer,2024-02-29,Monthly,86.38,22,1803.94,81.99727272727273,1,0,6,0,0.045454545454545456,0.0,0.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.25,0.3138636363636364,Active
CUST_002970,Spain,Consumer,2025-07-25,Monthly,24.04,27,2392.9,88.62592592592593,1,1,10,0,0.037037037037037035,0.037037037037037035,0.0,8.0,2.0,1.0,3.0,1.0,0.0,0.0,0.25,0.125,0.2969907407407407,Churned
CUST_002971,Germany,Consumer,2024-04-11,Monthly,493.53,21,1222.09,58.194761904761904,0,1,5,0,0.0,0.047619047619047616,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1592857142857143,Active
CUST_002972,France,Consumer,2024-11-23,Monthly,217.11,12,656.01,54.6675,0,0,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,Active
CUST_002973,Spain,SMB,2025-06-14,Annual,114.09,17,1489.5,87.61764705882354,1,0,6,1,0.058823529411764705,0.0,0.16666666666666666,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2,0.28205882352941175,Churned
CUST_002974,Netherlands,SMB,2022-11-02,Monthly,76.96,15,1193.0,79.53333333333333,1,0,3,0,0.06666666666666667,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333335,Active
CUST_002975,Germany,Consumer,2022-09-05,Two-Year,197.8,17,1772.34,104.25529411764705,1,1,3,0,0.058823529411764705,0.058823529411764705,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.19470588235294117,Active
CUST_002976,Italy,Consumer,2022-09-19,Annual,488.43,17,1461.08,85.94588235294117,1,0,1,0,0.058823529411764705,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.1420588235294118,Active
CUST_002977,France,SMB,2022-11-05,Monthly,283.39,27,2697.7,99.9148148148148,0,0,8,0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,1.0,0.3333333333333333,0.16666666666666666,0.0,0.21999999999999997,Active
CUST_002978,France,Consumer,2024-05-25,Monthly,190.02,21,2364.54,112.59714285714286,0,1,8,0,0.0,0.047619047619047616,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.18928571428571428,Active
CUST_002979,France,Consumer,2023-06-07,Monthly,194.98,20,1935.25,96.7625,1,0,8,0,0.05,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.185,Active
CUST_002980,Italy,SMB,2025-09-14,Monthly,76.32,18,1692.9,94.05000000000001,0,0,4,0,0.0,0.0,0.0,6.0,1.0,1.0,3.0,2.0,1.0,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,Active
CUST_002981,France,Consumer,2024-06-07,Two-Year,268.16,19,1846.13,97.16473684210527,1,1,3,0,0.05263157894736842,0.05263157894736842,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.3078947368421052,Active
CUST_002982,Spain,Consumer,2024-05-12,Annual,223.61,24,2384.31,99.34625,0,0,5,0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.10142857142857142,Active
CUST_002983,Spain,SMB,2025-10-01,Annual,369.85,11,984.8,89.52727272727272,0,0,1,0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,1.0,0.5,0.5,0.0,0.21500000000000002,Churned
CUST_002984,France,SMB,2025-04-15,Annual,112.13,20,1668.71,83.4355,0,0,7,0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.2,0.0,0.11,Active
CUST_002985,Spain,Consumer,2021-03-01,Two-Year,85.92,23,1944.42,84.54,2,0,6,1,0.08695652173913043,0.0,0.16666666666666666,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.2,0.4,0.40456521739130435,Churned
CUST_002986,Spain,SMB,2025-10-31,Two-Year,299.1,31,2977.65,96.05322580645162,1,0,5,0,0.03225806451612903,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.10580645161290322,Active
CUST_002987,Spain,Enterprise,2025-05-30,Monthly,376.16,10,683.85,68.385,0,0,3,0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.53,Churned
CUST_002988,Germany,Consumer,2022-08-26,Monthly,258.8,23,2178.19,94.70391304347827,1,0,7,1,0.043478260869565216,0.0,0.14285714285714285,5.0,1.0,1.0,2.0,2.0,1.0,0.5,0.2,0.2,0.4554968944099379,Active
CUST_002989,Spain,SMB,2022-03-07,Monthly,399.22,26,1725.29,66.35730769230769,5,0,7,2,0.19230769230769232,0.0,0.2857142857142857,5.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.48527472527472526,Churned
CUST_002990,France,Consumer,2023-09-11,Monthly,423.72,22,3031.06,137.77545454545455,4,0,9,4,0.18181818181818182,0.0,0.4444444444444444,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6071212121212123,Active
CUST_002991,Italy,Consumer,2025-12-30,Annual,459.98,22,1975.06,89.77545454545454,1,1,5,0,0.045454545454545456,0.045454545454545456,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.32499999999999996,Active
CUST_002992,Italy,Consumer,2024-01-18,Monthly,201.53,24,1915.95,79.83125,2,1,5,0,0.08333333333333333,0.041666666666666664,0.0,10.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.3,0.3441666666666666,Active
CUST_002993,Germany,Consumer,2023-11-24,Annual,454.09,20,2036.1299999999999,101.8065,0,1,4,0,0.0,0.05,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.065,Active
CUST_002994,Germany,Consumer,2022-02-01,Monthly,360.35,17,1813.11,106.6535294117647,1,0,3,0,0.058823529411764705,0.0,0.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.27205882352941174,Active
CUST_002995,France,SMB,2025-06-28,Annual,319.96,23,1725.09,75.00391304347826,0,0,7,0,0.0,0.0,0.0,9.0,1.0,1.0,3.0,4.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.15055555555555555,Active
CUST_002996,Germany,Consumer,2024-12-27,Monthly,285.81,27,3406.16,126.15407407407407,0,1,8,0,0.0,0.037037037037037035,0.0,8.0,1.0,0.0,2.0,2.0,1.0,0.5,0.125,0.0,0.2648611111111111,Active
CUST_002997,France,Enterprise,2021-04-15,Monthly,29.47,29,2617.53,90.2596551724138,0,0,8,0,0.0,0.0,0.0,10.0,1.0,3.0,6.0,4.0,0.0,0.0,0.1,0.3,0.33999999999999997,Active
CUST_002998,Spain,Consumer,2022-04-23,Annual,288.96,20,1974.4299999999998,98.72149999999999,1,0,3,0,0.05,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10500000000000001,Active
CUST_002999,Netherlands,SMB,2025-05-29,Monthly,393.92,20,1813.82,90.691,1,1,8,1,0.05,0.05,0.125,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.25,0.0,0.34249999999999997,Active
CUST_003000,Spain,Consumer,2024-07-14,Annual,494.42,19,1783.32,93.85894736842106,1,0,5,1,0.05263157894736842,0.0,0.2,5.0,1.0,0.0,2.0,4.0,1.0,0.25,0.2,0.0,0.3096052631578947,Churned
CUST_003001,Italy,Consumer,2023-01-07,Two-Year,227.9,19,1699.89,89.46789473684211,3,0,6,1,0.15789473684210525,0.0,0.16666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763157894736842,Active
CUST_003002,France,SMB,2023-08-15,Monthly,495.28,27,1967.83,72.88259259259259,3,1,4,0,0.1111111111111111,0.037037037037037035,0.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,0.4,0.4,0.6250000000000001,Churned
CUST_003003,Spain,SMB,2021-08-19,Monthly,102.12,22,1690.44,76.83818181818182,0,0,3,0,0.0,0.0,0.0,9.0,2.0,1.0,3.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.24722222222222223,Churned
CUST_003004,France,Consumer,2025-03-08,Monthly,479.94,25,2423.41,96.93639999999999,2,2,5,2,0.08,0.08,0.4,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.5372857142857143,Active
CUST_003005,Spain,Consumer,2024-02-27,Monthly,303.03,18,1782.46,99.02555555555556,1,0,5,0,0.05555555555555555,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.20444444444444446,Churned
CUST_003006,Italy,Consumer,2023-07-24,Two-Year,338.03,22,2029.6399999999999,92.25636363636363,0,0,9,0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.4,0.20500000000000002,Active
CUST_003007,France,Consumer,2024-01-23,Annual,295.37,23,1919.02,83.43565217391304,1,2,8,0,0.043478260869565216,0.08695652173913043,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1483695652173913,Active
CUST_003008,Spain,Consumer,2023-12-08,Monthly,491.77,12,914.27,76.18916666666667,0,0,4,0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14500000000000002,Churned
CUST_003009,Spain,SMB,2023-03-04,Annual,41.26,23,2514.91,109.34391304347825,1,0,8,1,0.043478260869565216,0.0,0.125,6.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.24811594202898551,Churned
CUST_003010,Italy,Consumer,2021-11-27,Two-Year,217.02,21,1752.31,83.44333333333333,1,0,2,0,0.047619047619047616,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.15309523809523812,Active
CUST_003011,Spain,Consumer,2023-05-28,Monthly,440.11,19,1407.13,74.05947368421053,0,1,0,0,0.0,0.05263157894736842,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.20412280701754384,Active
CUST_003012,Italy,SMB,2025-01-15,Monthly,100.2,25,2315.98,92.6392,1,1,5,0,0.04,0.04,0.0,7.0,1.0,1.0,3.0,4.0,1.0,0.25,0.14285714285714285,0.14285714285714285,0.32792857142857146,Active
CUST_003013,Italy,Enterprise,2021-04-08,Annual,293.41,20,1537.97,76.8985,2,0,1,0,0.1,0.0,0.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.20500000000000002,Active
CUST_003014,France,Consumer,2023-01-05,Annual,271.32,28,2475.68,88.41714285714285,0,1,5,0,0.0,0.03571428571428571,0.0,11.0,1.0,1.0,5.0,1.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.18116883116883115,Active
CUST_003015,Spain,Consumer,2025-02-07,Monthly,407.57,16,1347.95,84.246875,1,0,5,0,0.0625,0.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.2,0.28,Churned
CUST_003016,France,Consumer,2023-11-25,Monthly,460.76,21,1542.04,73.43047619047618,1,0,4,0,0.047619047619047616,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.25452380952380954,Active
CUST_003017,Netherlands,SMB,2021-02-15,Monthly,144.24,20,1506.42,75.321,0,0,3,0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.195,Active
CUST_003018,Spain,Consumer,2025-03-25,Annual,352.71,21,1788.0,85.14285714285714,1,0,5,0,0.047619047619047616,0.0,0.0,10.0,1.0,0.0,4.0,2.0,0.0,0.0,0.1,0.0,0.1630952380952381,Churned
CUST_003019,Germany,Consumer,2021-04-08,Annual,282.89,27,2048.22,75.86,0,1,7,0,0.0,0.037037037037037035,0.0,7.0,3.0,0.0,2.0,2.0,0.0,0.0,0.42857142857142855,0.0,0.1553968253968254,Active
CUST_003020,Spain,Consumer,2023-05-26,Monthly,338.14,16,1605.71,100.356875,0,0,4,0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.18833333333333332,Active
CUST_003021,Germany,Enterprise,2021-07-28,Annual,116.18,24,2610.34,108.76416666666667,4,0,5,2,0.16666666666666666,0.0,0.4,6.0,2.0,0.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.6683333333333333,Churned
CUST_003022,France,Consumer,2022-05-17,Monthly,150.88,19,1879.95,98.94473684210527,0,0,5,0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.14500000000000002,Active
CUST_003023,Germany,SMB,2022-12-20,Annual,283.93,19,1182.6,62.24210526315789,0,0,5,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.125,Active
CUST_003024,France,Consumer,2022-04-30,Annual,21.41,15,1727.73,115.182,1,0,4,0,0.06666666666666667,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10333333333333333,Active
CUST_003025,Germany,Consumer,2025-05-18,Monthly,363.88,21,1677.42,79.87714285714286,0,0,3,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,Active
CUST_003026,Spain,Consumer,2023-11-01,Monthly,97.55,18,1405.47,78.08166666666666,0,0,2,0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14500000000000002,Churned
CUST_003027,Spain,Consumer,2022-10-22,Monthly,467.02,20,1911.88,95.59400000000001,1,1,6,0,0.05,0.05,0.0,6.0,1.0,1.0,0.0,2.0,1.0,0.5,0.16666666666666666,0.16666666666666666,0.3433333333333333,Churned
CUST_003028,Italy,Consumer,2022-06-16,Annual,433.09,18,1645.8400000000001,91.43555555555557,1,0,2,0,0.05555555555555555,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10944444444444444,Active
CUST_003029,France,Consumer,2023-06-28,Annual,319.21,16,1593.67,99.604375,1,0,3,0,0.0625,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.275,Active
CUST_003030,Germany,Consumer,2022-09-11,Monthly,447.71,18,1766.43,98.135,0,0,5,0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.37,Active
CUST_003031,Italy,Consumer,2025-01-12,Two-Year,493.88,18,1452.91,80.71722222222223,2,0,6,1,0.1111111111111111,0.0,0.16666666666666666,2.0,1.0,0.0,1.0,2.0,1.0,0.5,0.5,0.0,0.4038888888888889,Active
CUST_003032,Spain,Consumer,2022-03-05,Annual,391.98,18,1297.01,72.05611111111111,0,1,5,0,0.0,0.05555555555555555,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.09166666666666666,Churned
CUST_003033,Spain,Consumer,2024-06-13,Monthly,320.78,27,2610.77,96.69518518518518,2,0,8,0,0.07407407407407407,0.0,0.0,9.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.2222222222222222,0.28203703703703703,Churned
CUST_003034,Spain,Consumer,2023-03-26,Monthly,235.66,19,1765.25,92.90789473684211,1,1,5,1,0.05263157894736842,0.05263157894736842,0.2,7.0,2.0,1.0,2.0,2.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.4307518796992481,Churned
CUST_003035,Netherlands,Consumer,2022-04-27,Annual,410.51,27,2232.47,82.68407407407406,0,1,6,0,0.0,0.037037037037037035,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.11361111111111112,Active
CUST_003036,France,SMB,2023-05-02,Monthly,358.13,22,2303.53,104.7059090909091,0,1,2,0,0.0,0.045454545454545456,0.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.35863636363636364,Active
CUST_003037,France,Enterprise,2021-08-07,Two-Year,246.87,25,2098.37,83.9348,0,1,3,0,0.0,0.04,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.092,Active
CUST_003038,Spain,SMB,2023-08-19,Annual,260.02,18,1300.18,72.23222222222222,2,0,3,0,0.1111111111111111,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1388888888888889,Churned
CUST_003039,Spain,Consumer,2024-08-02,Monthly,129.89,23,2387.23,103.79260869565218,2,0,10,1,0.08695652173913043,0.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27456521739130435,Churned
CUST_003040,France,Enterprise,2023-12-19,Monthly,398.52,12,1086.3500000000001,90.52916666666668,0,0,4,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.305,Active
CUST_003041,Germany,Enterprise,2021-01-28,Monthly,441.6,23,1967.34,85.53652173913044,3,1,11,2,0.13043478260869565,0.043478260869565216,0.18181818181818182,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.37791078486730656,Active
CUST_003042,Netherlands,Consumer,2023-12-10,Monthly,27.91,20,1675.55,83.7775,0,1,6,0,0.0,0.05,0.0,6.0,1.0,1.0,0.0,4.0,1.0,0.25,0.16666666666666666,0.16666666666666666,0.26583333333333337,Active
CUST_003043,Italy,Consumer,2021-02-16,Monthly,73.71,21,1882.59,89.64714285714285,2,1,4,1,0.09523809523809523,0.047619047619047616,0.25,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3854761904761905,Active
CUST_003044,Germany,SMB,2022-11-02,Annual,495.79,20,1980.46,99.023,1,0,3,0,0.05,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.265,Active
CUST_003045,France,Enterprise,2024-03-05,Annual,105.49,19,1317.33,69.33315789473684,0,1,3,0,0.0,0.05263157894736842,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.11828947368421051,Active
CUST_003046,Netherlands,SMB,2025-07-03,Two-Year,373.53,17,1245.86,73.28588235294117,0,0,4,0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.095,Active
CUST_003047,Germany,SMB,2025-11-19,Monthly,250.8,25,2480.0699999999997,99.20279999999998,0,1,4,0,0.0,0.04,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.267,Active
CUST_003048,France,SMB,2023-07-24,Monthly,270.25,15,1335.19,89.01266666666668,0,1,2,0,0.0,0.06666666666666667,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.1875,Active
CUST_003049,Netherlands,Enterprise,2022-01-25,Annual,72.02,24,2175.0299999999997,90.62624999999998,0,0,5,0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.0,0.19,Active
CUST_003050,Spain,Consumer,2025-02-28,Monthly,86.17,20,1433.62,71.681,2,0,8,0,0.1,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.24000000000000002,Active
CUST_003051,Italy,Consumer,2022-10-12,Monthly,297.4,20,2185.54,109.277,0,2,3,0,0.0,0.1,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2625,Active
CUST_003052,Spain,SMB,2023-10-15,Two-Year,201.26,22,1887.85,85.81136363636364,1,0,2,0,0.045454545454545456,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10136363636363636,Churned
CUST_003053,France,Consumer,2021-12-28,Annual,402.78,19,1302.28,68.54105263157895,1,0,4,0,0.05263157894736842,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12210526315789474,Active
CUST_003054,Italy,Consumer,2022-11-08,Two-Year,486.55,19,1301.36,68.49263157894737,1,0,7,1,0.05263157894736842,0.0,0.14285714285714285,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19281954887218045,Active
CUST_003055,France,Consumer,2023-05-26,Monthly,409.91,20,1976.64,98.83200000000001,1,0,8,1,0.05,0.0,0.125,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.26,Active
CUST_003056,Germany,Consumer,2024-09-10,Annual,214.84,15,1174.6,78.30666666666666,0,0,5,0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.1025,Active
