customer_id,country,segment,signup_date,contract_type,monthly_fee,status
CUST_002029,Germany,Consumer,2022-04-16,Annual,371.04,Active
CUST_002030,France,Consumer,2023-10-17,Annual,488.72,Active
CUST_002031,Spain,Consumer,2024-04-28,Annual,28.87,Active
CUST_002032,Germany,SMB,2021-01-27,Monthly,494.19,Active
CUST_002033,Germany,SMB,2023-11-27,Two-Year,216.72,Active
CUST_002034,Germany,Consumer,2021-10-15,Monthly,249.35,Active
CUST_002035,Spain,Consumer,2025-10-09,Monthly,297.13,Active
CUST_002036,Italy,Enterprise,2022-11-15,Monthly,24.09,Active
CUST_002037,Netherlands,Consumer,2023-06-15,Annual,107.22,Churned
CUST_002038,Spain,Consumer,2024-02-14,Two-Year,234.07,Active
CUST_002039,France,SMB,2021-10-14,Monthly,389.37,Churned
CUST_002040,Italy,Consumer,2021-10-30,Two-Year,437.64,Active
CUST_002041,Spain,Consumer,2025-10-18,Monthly,90.91,Active
CUST_002042,Italy,SMB,2023-11-16,Monthly,146.23,Active
CUST_002043,France,Enterprise,2022-02-19,Monthly,311.54,Active
CUST_002044,Netherlands,Consumer,2024-04-25,Monthly,193.27,Active
CUST_002045,Netherlands,Consumer,2025-06-19,Annual,163.0,Active
CUST_002046,Spain,SMB,2024-10-26,Monthly,203.99,Active
CUST_002047,Germany,SMB,2023-01-01,Monthly,356.77,Active
CUST_002048,Germany,Consumer,2024-04-21,Monthly,115.33,Active
CUST_002049,Spain,Consumer,2025-06-24,Annual,49.71,Active
CUST_002050,Germany,SMB,2022-04-02,Two-Year,21.66,Active
CUST_002051,Netherlands,Consumer,2024-12-14,Annual,272.8,Active
CUST_002052,Spain,Consumer,2025-12-27,Monthly,140.01,Active
CUST_002053,Germany,Consumer,2022-09-23,Monthly,289.59,Active
CUST_002054,Italy,Consumer,2025-06-10,Monthly,442.88,Active
CUST_002055,Germany,Enterprise,2021-02-10,Two-Year,160.96,Active
CUST_002056,Germany,Consumer,2022-11-14,Monthly,108.11,Active
CUST_002057,Netherlands,Consumer,2022-05-20,Two-Year,20.76,Active
CUST_002058,Germany,Enterprise,2021-02-23,Annual,491.05,Active
CUST_002059,Spain,Consumer,2024-01-06,Annual,268.08,Active
CUST_002060,Spain,Consumer,2023-08-24,Annual,405.01,Churned
CUST_002061,Netherlands,Consumer,2022-11-24,Monthly,431.89,Churned
CUST_002062,Spain,SMB,2025-04-29,Monthly,497.7,Churned
CUST_002063,Germany,SMB,2022-03-30,Monthly,432.62,Active
CUST_002064,Spain,SMB,2025-02-09,Monthly,161.15,Churned
CUST_002065,Germany,Consumer,2024-03-06,Annual,290.9,Active
CUST_002066,Netherlands,Consumer,2025-06-27,Monthly,482.11,Active
CUST_002067,Germany,Consumer,2021-01-13,Two-Year,324.02,Active
CUST_002068,Netherlands,Enterprise,2025-11-06,Two-Year,389.15,Active
CUST_002069,Spain,Consumer,2021-01-05,Monthly,455.2,Active
CUST_002070,Germany,SMB,2024-07-25,Monthly,314.55,Active
CUST_002071,Italy,SMB,2024-10-06,Monthly,352.38,Active
CUST_002072,Germany,Consumer,2021-10-24,Monthly,302.37,Active
CUST_002073,Spain,Consumer,2021-03-06,Annual,182.55,Churned
CUST_002074,Italy,Consumer,2021-03-08,Annual,139.42,Active
CUST_002075,Germany,Consumer,2021-08-25,Annual,324.1,Active
CUST_002076,Germany,Enterprise,2021-10-04,Monthly,490.94,Active
CUST_002077,Netherlands,Consumer,2025-11-02,Annual,459.75,Active
CUST_002078,Spain,Enterprise,2022-01-03,Annual,120.73,Active
CUST_002079,Germany,Consumer,2025-01-10,Two-Year,424.52,Active
CUST_002080,Spain,Consumer,2021-04-23,Annual,30.13,Active
CUST_002081,Germany,Enterprise,2024-04-09,Annual,302.94,Churned
CUST_002082,Spain,Enterprise,2023-04-09,Monthly,466.56,Active
CUST_002083,France,Consumer,2023-09-14,Annual,480.48,Active
CUST_002084,Spain,SMB,2024-12-02,Monthly,309.47,Active
CUST_002085,France,Enterprise,2022-01-19,Monthly,322.79,Active
CUST_002086,Spain,SMB,2021-01-08,Monthly,207.16,Active
CUST_002087,Germany,SMB,2022-02-08,Monthly,367.35,Active
CUST_002088,Germany,Consumer,2025-01-07,Monthly,137.94,Active
CUST_002089,France,Consumer,2023-12-16,Monthly,36.26,Active
CUST_002090,Germany,SMB,2025-08-17,Annual,420.95,Active
CUST_002091,Germany,Consumer,2025-03-04,Annual,48.97,Active
CUST_002092,Italy,Consumer,2021-10-05,Two-Year,339.06,Active
CUST_002093,France,Consumer,2021-04-16,Annual,229.73,Active
CUST_002094,Spain,Consumer,2021-02-08,Monthly,40.76,Active
CUST_002095,Netherlands,Consumer,2021-12-12,Annual,96.71,Churned
CUST_002096,Germany,Consumer,2023-05-26,Annual,68.35,Active
CUST_002097,Spain,Consumer,2021-01-31,Monthly,122.91,Active
CUST_002098,Germany,Consumer,2025-05-05,Two-Year,324.93,Active
CUST_002099,Spain,Enterprise,2023-05-24,Two-Year,293.9,Active
CUST_002100,Spain,SMB,2024-09-07,Monthly,227.81,Active
CUST_002101,France,Consumer,2025-05-13,Annual,424.67,Active
CUST_002102,Spain,Consumer,2021-03-05,Monthly,381.48,Active
CUST_002103,Italy,Consumer,2023-03-04,Two-Year,347.7,Active
CUST_002104,Netherlands,SMB,2024-05-14,Annual,307.45,Active
CUST_002105,France,SMB,2025-12-26,Monthly,354.13,Active
CUST_002106,France,SMB,2025-02-02,Annual,128.77,Active
CUST_002107,France,SMB,2022-02-01,Annual,144.71,Active
CUST_002108,Netherlands,Consumer,2022-05-10,Monthly,163.1,Active
CUST_002109,Germany,Consumer,2024-12-30,Annual,375.71,Active
CUST_002110,Spain,Consumer,2024-04-08,Annual,227.49,Churned
CUST_002111,Germany,Consumer,2022-04-01,Monthly,480.56,Active
CUST_002112,Germany,Consumer,2023-06-21,Annual,39.3,Active
CUST_002113,Spain,SMB,2025-08-24,Monthly,203.92,Active
CUST_002114,France,Consumer,2022-01-11,Monthly,94.27,Active
CUST_002115,Spain,SMB,2022-08-26,Annual,411.83,Active
CUST_002116,Netherlands,Consumer,2025-07-05,Monthly,250.21,Active
CUST_002117,Spain,Consumer,2024-05-13,Monthly,317.61,Active
CUST_002118,Spain,SMB,2022-02-12,Two-Year,307.02,Active
CUST_002119,Spain,Consumer,2022-06-09,Annual,57.95,Active
CUST_002120,Spain,Consumer,2025-03-15,Annual,396.19,Active
CUST_002121,Spain,Consumer,2022-05-27,Annual,414.55,Active
CUST_002122,Spain,SMB,2024-07-05,Two-Year,311.57,Active
CUST_002123,Spain,Consumer,2023-06-25,Two-Year,154.85,Churned
CUST_002124,Spain,Enterprise,2022-02-08,Monthly,367.56,Active
CUST_002125,Germany,Enterprise,2022-11-04,Monthly,356.32,Active
CUST_002126,Germany,SMB,2024-07-22,Monthly,458.02,Active
CUST_002127,Germany,Consumer,2025-01-04,Monthly,76.32,Active
CUST_002128,Germany,SMB,2021-02-17,Monthly,456.71,Active
CUST_002129,Spain,Consumer,2025-07-12,Annual,445.79,Active
CUST_002130,Spain,Enterprise,2022-03-08,Annual,162.81,Active
CUST_002131,Spain,Consumer,2024-03-30,Two-Year,363.77,Churned
CUST_002132,Italy,Consumer,2022-06-06,Monthly,146.58,Active
CUST_002133,Netherlands,Consumer,2022-05-04,Monthly,132.85,Churned
CUST_002134,Netherlands,SMB,2025-06-12,Monthly,327.94,Active
CUST_002135,Germany,Enterprise,2024-07-03,Monthly,44.02,Active
CUST_002136,Germany,Consumer,2025-07-30,Monthly,66.31,Churned
CUST_002137,Germany,Consumer,2021-02-08,Two-Year,336.87,Active
CUST_002138,Italy,SMB,2022-05-10,Monthly,476.9,Active
CUST_002139,Italy,SMB,2021-03-30,Annual,36.34,Active
CUST_002140,Italy,SMB,2023-05-17,Monthly,31.0,Active
CUST_002141,Italy,Consumer,2023-04-24,Annual,55.89,Churned
CUST_002142,Germany,SMB,2025-11-28,Two-Year,20.8,Active
CUST_002143,Italy,Enterprise,2022-02-26,Two-Year,465.59,Active
CUST_002144,Italy,Consumer,2024-05-01,Monthly,247.54,Churned
CUST_002145,Germany,Consumer,2025-12-21,Two-Year,352.21,Active
CUST_002146,Netherlands,Consumer,2021-05-08,Monthly,219.87,Active
CUST_002147,Spain,Consumer,2023-03-24,Annual,498.68,Active
CUST_002148,Netherlands,SMB,2022-12-16,Monthly,250.37,Active
CUST_002149,Italy,Consumer,2021-02-17,Annual,470.85,Active
CUST_002150,Spain,Consumer,2023-02-09,Annual,331.81,Active
CUST_002151,France,Consumer,2022-04-09,Annual,474.91,Active
CUST_002152,Spain,Enterprise,2022-07-14,Annual,257.67,Churned
CUST_002153,Italy,SMB,2022-01-24,Monthly,441.86,Active
CUST_002154,Italy,Consumer,2023-08-08,Two-Year,180.27,Active
CUST_002155,France,SMB,2022-12-29,Monthly,337.38,Active
CUST_002156,Italy,Consumer,2024-09-05,Monthly,316.25,Active
CUST_002157,Spain,SMB,2022-10-08,Monthly,253.68,Active
CUST_002158,Spain,SMB,2024-06-16,Monthly,260.71,Churned
CUST_002159,Germany,Consumer,2023-08-22,Monthly,101.66,Active
CUST_002160,Spain,Enterprise,2022-10-04,Annual,454.89,Active
CUST_002161,Germany,Consumer,2025-02-12,Monthly,238.02,Active
CUST_002162,Spain,SMB,2024-09-07,Annual,92.71,Active
CUST_002163,Germany,Consumer,2023-08-19,Monthly,358.08,Active
CUST_002164,Germany,SMB,2023-09-03,Annual,369.04,Active
CUST_002165,Italy,Consumer,2024-10-26,Monthly,41.66,Active
CUST_002166,Spain,Consumer,2024-11-06,Monthly,179.75,Active
CUST_002167,Italy,Consumer,2024-07-24,Annual,300.45,Active
CUST_002168,Germany,Enterprise,2021-07-27,Two-Year,414.36,Active
CUST_002169,Germany,Consumer,2022-02-25,Two-Year,169.09,Active
CUST_002170,Germany,SMB,2023-01-10,Monthly,163.83,Active
CUST_002171,Germany,Consumer,2023-11-17,Two-Year,373.55,Active
CUST_002172,Spain,SMB,2022-12-22,Annual,125.22,Active
CUST_002173,Germany,Consumer,2025-02-22,Two-Year,450.08,Active
CUST_002174,Spain,Consumer,2022-10-05,Monthly,399.4,Active
CUST_002175,Germany,Enterprise,2023-09-21,Monthly,448.67,Active
CUST_002176,France,Consumer,2024-06-28,Monthly,189.8,Active
CUST_002177,Germany,Consumer,2022-11-21,Annual,99.55,Active
CUST_002178,Italy,Enterprise,2023-10-15,Monthly,300.83,Active
CUST_002179,Spain,Consumer,2024-08-20,Monthly,111.19,Active
CUST_002180,Netherlands,Consumer,2022-12-06,Annual,147.73,Churned
CUST_002181,Italy,Consumer,2025-11-08,Two-Year,212.27,Active
CUST_002182,Netherlands,SMB,2023-09-07,Annual,242.11,Active
CUST_002183,Italy,Enterprise,2024-12-07,Annual,174.76,Active
CUST_002184,Spain,SMB,2024-07-10,Monthly,156.67,Churned
CUST_002185,Germany,SMB,2025-01-26,Two-Year,138.43,Active
CUST_002186,Spain,Consumer,2024-05-17,Monthly,351.27,Active
CUST_002187,Italy,Consumer,2023-09-11,Monthly,166.82,Churned
CUST_002188,France,Consumer,2024-10-20,Monthly,353.31,Churned
CUST_002189,Spain,Consumer,2023-05-02,Monthly,376.58,Churned
CUST_002190,Netherlands,Consumer,2025-04-04,Annual,362.83,Active
CUST_002191,Spain,SMB,2023-07-06,Annual,458.93,Active
CUST_002192,France,Consumer,2024-09-12,Monthly,478.15,Active
CUST_002193,France,Consumer,2022-01-13,Monthly,90.49,Active
CUST_002194,Spain,Consumer,2021-11-25,Monthly,173.88,Active
CUST_002195,France,Consumer,2023-10-29,Monthly,398.08,Active
CUST_002196,Italy,Consumer,2025-03-26,Two-Year,395.27,Active
CUST_002197,Spain,Consumer,2024-09-02,Annual,54.05,Active
CUST_002198,Germany,Consumer,2022-08-30,Monthly,481.78,Active
CUST_002199,Spain,Consumer,2025-04-12,Monthly,430.98,Active
CUST_002200,France,SMB,2024-05-01,Annual,451.62,Active
CUST_002201,Spain,Enterprise,2023-10-13,Annual,118.1,Active
CUST_002202,Netherlands,SMB,2025-12-15,Two-Year,260.44,Active
CUST_002203,Italy,SMB,2024-11-23,Monthly,231.46,Active
CUST_002204,Spain,Enterprise,2022-06-23,Annual,192.94,Active
CUST_002205,Germany,Consumer,2021-04-29,Monthly,129.13,Active
CUST_002206,France,SMB,2022-05-09,Annual,87.01,Active
CUST_002207,France,Consumer,2021-11-19,Monthly,437.84,Active
CUST_002208,Germany,Consumer,2021-11-29,Annual,274.61,Active
CUST_002209,Spain,Consumer,2023-08-13,Monthly,308.4,Active
CUST_002210,Spain,Consumer,2025-12-02,Annual,145.57,Active
CUST_002211,Netherlands,SMB,2024-03-31,Monthly,468.83,Active
CUST_002212,Germany,Consumer,2023-02-19,Annual,469.46,Active
CUST_002213,Italy,SMB,2022-03-30,Monthly,342.3,Active
CUST_002214,Germany,Enterprise,2024-12-02,Annual,173.87,Active
CUST_002215,Netherlands,Consumer,2023-09-29,Monthly,131.77,Churned
CUST_002216,Spain,Consumer,2021-03-31,Annual,305.73,Active
CUST_002217,Spain,Consumer,2023-05-02,Annual,419.78,Active
CUST_002218,Netherlands,Consumer,2021-11-26,Monthly,484.15,Active
CUST_002219,Netherlands,Enterprise,2023-06-29,Monthly,52.73,Active
CUST_002220,Germany,SMB,2021-04-26,Monthly,180.41,Active
CUST_002221,Germany,SMB,2022-01-25,Monthly,207.75,Active
CUST_002222,Germany,Consumer,2025-01-29,Annual,197.13,Churned
CUST_002223,Germany,SMB,2021-11-05,Monthly,340.53,Active
CUST_002224,Spain,SMB,2021-07-14,Monthly,282.66,Active
CUST_002225,Italy,Consumer,2022-02-08,Monthly,447.86,Active
CUST_002226,Spain,Consumer,2025-08-13,Monthly,126.82,Active
CUST_002227,France,Consumer,2025-09-28,Monthly,211.68,Churned
CUST_002228,Spain,Consumer,2024-04-27,Annual,279.76,Active
CUST_002229,Spain,Enterprise,2024-11-26,Monthly,412.06,Active
CUST_002230,France,SMB,2025-07-19,Two-Year,415.16,Active
CUST_002231,Germany,Consumer,2022-06-25,Annual,432.5,Active
CUST_002232,France,Enterprise,2023-01-17,Monthly,269.18,Active
CUST_002233,Spain,Consumer,2021-02-20,Two-Year,135.97,Active
CUST_002234,Netherlands,Consumer,2023-08-18,Annual,368.6,Active
CUST_002235,France,Enterprise,2025-08-18,Annual,478.24,Active
CUST_002236,Italy,Enterprise,2021-02-20,Monthly,156.94,Active
CUST_002237,Spain,SMB,2024-07-23,Annual,115.22,Active
CUST_002238,Germany,Consumer,2023-05-01,Monthly,30.79,Active
CUST_002239,Germany,Enterprise,2025-10-29,Annual,339.9,Active
CUST_002240,Germany,SMB,2023-12-15,Monthly,281.61,Active
CUST_002241,Spain,SMB,2023-01-11,Monthly,84.66,Active
CUST_002242,Spain,Consumer,2021-07-03,Annual,115.77,Active
CUST_002243,Germany,Consumer,2023-10-22,Monthly,337.87,Active
CUST_002244,Spain,SMB,2025-11-27,Monthly,229.29,Active
CUST_002245,Germany,Enterprise,2021-01-24,Annual,131.95,Active
CUST_002246,Spain,Consumer,2021-01-09,Monthly,310.8,Active
CUST_002247,Spain,Consumer,2025-06-14,Monthly,45.28,Active
CUST_002248,France,SMB,2022-05-04,Monthly,27.78,Active
CUST_002249,Germany,Consumer,2024-01-15,Two-Year,145.22,Active
CUST_002250,Germany,Consumer,2024-01-30,Annual,158.97,Active
CUST_002251,Germany,Consumer,2023-05-27,Annual,70.1,Active
CUST_002252,Italy,Consumer,2023-06-28,Annual,75.14,Active
CUST_002253,Germany,SMB,2024-06-10,Annual,100.55,Churned
CUST_002254,France,Consumer,2022-03-13,Annual,367.81,Churned
CUST_002255,Netherlands,Consumer,2021-11-25,Annual,406.96,Active
CUST_002256,Germany,Enterprise,2025-12-07,Two-Year,107.17,Active
CUST_002257,Netherlands,SMB,2021-01-16,Annual,335.25,Active
CUST_002258,Italy,Consumer,2021-12-11,Monthly,132.15,Churned
CUST_002259,Spain,Consumer,2024-08-24,Monthly,442.43,Active
CUST_002260,Germany,SMB,2023-11-04,Monthly,149.09,Active
CUST_002261,France,Consumer,2022-08-12,Annual,82.29,Active
CUST_002262,Netherlands,Consumer,2021-07-31,Two-Year,230.79,Churned
CUST_002263,Germany,Consumer,2022-11-01,Annual,94.02,Churned
CUST_002264,Spain,Consumer,2021-04-13,Annual,115.22,Active
CUST_002265,France,SMB,2023-10-08,Annual,182.75,Active
CUST_002266,Spain,Consumer,2023-06-10,Two-Year,337.15,Active
CUST_002267,Italy,Consumer,2025-08-07,Annual,76.09,Active
CUST_002268,Germany,Consumer,2025-01-09,Monthly,156.37,Churned
CUST_002269,France,Consumer,2023-05-08,Monthly,432.02,Active
CUST_002270,Italy,Consumer,2023-08-29,Monthly,151.41,Active
CUST_002271,France,Enterprise,2024-06-12,Monthly,100.85,Active
CUST_002272,France,Consumer,2022-06-21,Monthly,276.14,Churned
CUST_002273,Italy,Consumer,2024-01-03,Monthly,35.99,Active
CUST_002274,Italy,Consumer,2021-01-31,Monthly,405.9,Churned
CUST_002275,Italy,SMB,2025-09-11,Monthly,126.78,Active
CUST_002276,Spain,Consumer,2025-09-14,Two-Year,83.77,Active
CUST_002277,France,Enterprise,2025-06-13,Monthly,407.94,Active
CUST_002278,Spain,SMB,2022-01-22,Annual,424.52,Active
CUST_002279,Italy,Consumer,2024-12-10,Monthly,372.67,Active
CUST_002280,France,SMB,2023-11-16,Two-Year,132.61,Active
CUST_002281,Germany,Consumer,2025-12-01,Annual,272.95,Active
CUST_002282,Spain,Enterprise,2021-01-29,Two-Year,485.15,Active
CUST_002283,Germany,Enterprise,2022-12-27,Annual,249.33,Active
CUST_002284,France,Consumer,2021-06-27,Annual,475.83,Active
CUST_002285,Spain,SMB,2025-09-24,Monthly,344.66,Active
CUST_002286,Spain,Consumer,2021-11-07,Monthly,425.6,Active
CUST_002287,Italy,Consumer,2021-03-12,Annual,112.35,Active
CUST_002288,Italy,SMB,2021-07-25,Monthly,464.83,Active
CUST_002289,Spain,Enterprise,2025-10-29,Monthly,429.61,Churned
CUST_002290,Spain,Consumer,2023-08-28,Two-Year,396.82,Active
CUST_002291,Netherlands,SMB,2021-07-16,Monthly,471.79,Churned
CUST_002292,France,SMB,2022-12-27,Annual,398.66,Active
CUST_002293,France,Consumer,2023-02-17,Monthly,296.84,Active
CUST_002294,Germany,SMB,2025-01-03,Monthly,331.37,Active
CUST_002295,Spain,SMB,2022-02-06,Monthly,414.03,Active
CUST_002296,Spain,SMB,2021-08-01,Monthly,379.6,Churned
CUST_002297,France,Enterprise,2024-10-01,Annual,304.06,Active
CUST_002298,Spain,Consumer,2023-02-27,Two-Year,307.08,Active
CUST_002299,Spain,Consumer,2021-08-15,Monthly,442.54,Churned
CUST_002300,France,Consumer,2023-02-21,Monthly,24.76,Active
CUST_002301,Netherlands,Consumer,2023-02-18,Annual,364.62,Active
CUST_002302,Italy,Consumer,2022-02-26,Monthly,291.52,Active
CUST_002303,Germany,Enterprise,2022-01-02,Monthly,422.38,Active
CUST_002304,Germany,Consumer,2021-06-25,Monthly,118.61,Active
CUST_002305,Germany,SMB,2025-03-15,Annual,272.16,Active
CUST_002306,Germany,Consumer,2021-01-20,Monthly,81.27,Active
CUST_002307,Germany,Consumer,2023-07-17,Monthly,336.5,Active
CUST_002308,Germany,SMB,2021-02-04,Two-Year,386.61,Churned
CUST_002309,France,SMB,2025-01-08,Two-Year,319.3,Active
CUST_002310,Italy,Consumer,2022-12-29,Annual,286.29,Active
CUST_002311,Netherlands,Enterprise,2025-11-27,Annual,184.82,Churned
CUST_002312,Spain,Consumer,2021-04-10,Two-Year,327.1,Active
CUST_002313,Germany,Consumer,2022-08-30,Annual,451.76,Active
CUST_002314,Spain,Consumer,2022-12-22,Annual,366.28,Churned
CUST_002315,Germany,SMB,2021-05-06,Monthly,31.02,Active
CUST_002316,Spain,Consumer,2023-03-10,Monthly,264.19,Active
CUST_002317,Spain,SMB,2023-04-19,Annual,373.48,Active
CUST_002318,Italy,Consumer,2023-03-25,Annual,262.0,Active
CUST_002319,Germany,Consumer,2023-09-01,Monthly,303.85,Active
CUST_002320,Netherlands,Enterprise,2021-12-16,Annual,457.56,Churned
CUST_002321,Spain,Consumer,2022-03-12,Annual,439.5,Active
CUST_002322,Spain,Consumer,2023-06-30,Monthly,59.03,Active
CUST_002323,Germany,Consumer,2024-03-21,Annual,265.07,Churned
CUST_002324,Spain,Consumer,2022-12-18,Monthly,318.71,Active
CUST_002325,Spain,Consumer,2023-04-15,Annual,428.98,Active
CUST_002326,Netherlands,Consumer,2025-12-12,Two-Year,147.44,Churned
CUST_002327,Spain,Consumer,2024-03-25,Two-Year,87.13,Active
CUST_002328,Spain,Consumer,2021-03-24,Two-Year,306.63,Active
CUST_002329,France,Consumer,2022-10-21,Annual,244.45,Churned
CUST_002330,Germany,Consumer,2021-04-09,Monthly,143.7,Active
CUST_002331,France,Consumer,2025-05-18,Annual,472.61,Active
CUST_002332,Germany,SMB,2025-02-14,Monthly,172.43,Churned
CUST_002333,Italy,SMB,2023-05-01,Annual,46.54,Active
CUST_002334,Spain,Consumer,2022-05-01,Annual,48.22,Churned
CUST_002335,Germany,Consumer,2024-08-06,Annual,116.52,Active
CUST_002336,France,Consumer,2021-12-02,Monthly,76.03,Churned
CUST_002337,Italy,Consumer,2024-11-07,Monthly,209.45,Active
CUST_002338,Germany,Consumer,2025-05-16,Monthly,58.62,Active
CUST_002339,France,SMB,2021-11-25,Monthly,289.36,Active
CUST_002340,Spain,SMB,2023-08-31,Monthly,216.03,Active
CUST_002341,Spain,Consumer,2021-10-10,Monthly,307.0,Active
CUST_002342,Spain,Enterprise,2024-01-30,Two-Year,494.83,Active
CUST_002343,France,Consumer,2024-05-17,Monthly,496.11,Churned
CUST_002344,Spain,Enterprise,2021-01-15,Annual,220.17,Active
CUST_002345,France,SMB,2025-09-22,Monthly,196.19,Active
CUST_002346,Spain,Consumer,2022-04-22,Two-Year,347.15,Active
CUST_002347,Italy,Consumer,2023-04-27,Annual,196.49,Active
CUST_002348,Italy,Consumer,2022-04-19,Two-Year,393.58,Active
CUST_002349,Spain,Enterprise,2025-07-11,Two-Year,308.79,Active
CUST_002350,Spain,Consumer,2024-10-21,Annual,115.75,Active
CUST_002351,Spain,Enterprise,2025-12-13,Monthly,219.12,Active
CUST_002352,Italy,Consumer,2022-12-06,Annual,434.56,Active
CUST_002353,Spain,Consumer,2023-10-25,Monthly,285.61,Active
CUST_002354,Germany,SMB,2023-11-21,Two-Year,360.76,Active
CUST_002355,Germany,Consumer,2022-02-25,Two-Year,360.73,Active
CUST_002356,Italy,Consumer,2025-08-29,Monthly,251.43,Active
CUST_002357,Germany,Enterprise,2025-04-28,Annual,161.84,Active
CUST_002358,Germany,Consumer,2025-12-04,Monthly,306.24,Active
CUST_002359,Netherlands,Enterprise,2023-04-15,Annual,74.27,Active
CUST_002360,Spain,Enterprise,2021-08-21,Annual,306.74,Churned
CUST_002361,Italy,Consumer,2021-10-18,Annual,69.31,Active
CUST_002362,Spain,Consumer,2023-10-13,Two-Year,452.86,Active
CUST_002363,Germany,Consumer,2025-02-03,Monthly,377.06,Active
CUST_002364,Italy,SMB,2024-06-30,Annual,106.98,Active
CUST_002365,France,Enterprise,2024-08-30,Annual,396.64,Active
CUST_002366,France,Enterprise,2024-11-29,Monthly,368.41,Active
CUST_002367,Spain,Enterprise,2025-03-19,Monthly,369.65,Active
CUST_002368,Germany,Consumer,2025-08-08,Monthly,180.94,Churned
CUST_002369,Germany,Consumer,2022-10-25,Annual,270.92,Active
CUST_002370,Germany,Consumer,2024-08-22,Two-Year,301.17,Active
CUST_002371,Germany,Enterprise,2022-05-24,Monthly,200.95,Active
CUST_002372,Germany,Consumer,2024-06-13,Monthly,288.99,Churned
CUST_002373,Germany,Consumer,2021-04-12,Monthly,137.13,Active
CUST_002374,Spain,Consumer,2021-04-09,Monthly,439.94,Active
CUST_002375,Germany,Consumer,2021-12-31,Monthly,480.96,Active
CUST_002376,Spain,Consumer,2023-09-22,Annual,176.83,Active
CUST_002377,Italy,Consumer,2025-07-21,Monthly,184.35,Churned
CUST_002378,France,Enterprise,2023-12-30,Annual,123.78,Active
CUST_002379,Spain,SMB,2023-10-22,Monthly,435.09,Active
CUST_002380,France,Consumer,2024-06-25,Annual,98.41,Active
CUST_002381,Italy,SMB,2025-06-07,Monthly,403.45,Active
CUST_002382,Spain,Consumer,2023-12-02,Monthly,419.52,Active
CUST_002383,Spain,SMB,2024-09-09,Monthly,171.79,Active
CUST_002384,Spain,Consumer,2023-01-18,Annual,392.86,Active
CUST_002385,Spain,Consumer,2025-12-23,Two-Year,237.43,Active
CUST_002386,Italy,Consumer,2023-06-10,Monthly,187.26,Active
CUST_002387,Netherlands,Consumer,2025-06-19,Annual,448.82,Churned
CUST_002388,Spain,Consumer,2025-11-02,Annual,237.69,Churned
CUST_002389,France,SMB,2025-05-31,Monthly,46.51,Churned
CUST_002390,Spain,SMB,2022-08-24,Annual,324.57,Active
CUST_002391,France,Consumer,2022-11-13,Monthly,335.84,Active
CUST_002392,Italy,Consumer,2024-12-03,Two-Year,324.63,Active
CUST_002393,Germany,SMB,2025-08-23,Annual,192.95,Active
CUST_002394,Spain,Consumer,2024-01-15,Monthly,345.74,Churned
CUST_002395,France,Consumer,2024-11-20,Annual,159.73,Active
CUST_002396,Netherlands,Consumer,2023-03-22,Monthly,242.89,Churned
CUST_002397,Spain,Consumer,2025-04-14,Annual,124.02,Churned
CUST_002398,Spain,Consumer,2023-01-27,Annual,314.36,Active
CUST_002399,Spain,Consumer,2024-02-10,Annual,409.04,Active
CUST_002400,France,Consumer,2023-09-08,Monthly,66.88,Churned
CUST_002401,France,SMB,2025-03-08,Monthly,32.97,Active
CUST_002402,Italy,SMB,2024-12-31,Annual,385.34,Churned
CUST_002403,Italy,SMB,2025-03-13,Annual,174.98,Active
CUST_002404,Italy,Consumer,2021-08-12,Annual,175.44,Active
CUST_002405,Italy,Enterprise,2022-03-25,Monthly,291.07,Active
CUST_002406,Spain,SMB,2025-07-21,Annual,253.63,Active
CUST_002407,France,Consumer,2021-08-26,Annual,78.35,Active
CUST_002408,Spain,Consumer,2024-11-14,Annual,385.01,Active
CUST_002409,Germany,SMB,2024-03-04,Monthly,104.61,Active
CUST_002410,Netherlands,Consumer,2022-09-30,Monthly,416.49,Active
CUST_002411,France,SMB,2021-03-11,Monthly,386.89,Active
CUST_002412,Netherlands,SMB,2021-01-19,Annual,100.27,Active
CUST_002413,Germany,Enterprise,2025-06-18,Annual,383.94,Active
CUST_002414,Germany,Enterprise,2021-07-12,Two-Year,337.25,Active
CUST_002415,Germany,SMB,2024-09-22,Monthly,491.27,Active
CUST_002416,Spain,Enterprise,2021-09-21,Annual,361.68,Active
CUST_002417,Spain,Enterprise,2022-12-26,Two-Year,207.3,Active
CUST_002418,Germany,Consumer,2021-07-09,Monthly,317.63,Active
CUST_002419,Spain,SMB,2024-03-09,Monthly,337.7,Active
CUST_002420,Netherlands,Consumer,2021-07-07,Monthly,377.91,Active
CUST_002421,Spain,Consumer,2024-02-18,Annual,244.94,Active
CUST_002422,Spain,Consumer,2025-10-20,Monthly,417.29,Active
CUST_002423,Italy,Consumer,2024-09-16,Monthly,157.73,Active
CUST_002424,Spain,Consumer,2024-04-17,Annual,482.4,Active
CUST_002425,Netherlands,Consumer,2025-07-13,Annual,169.01,Active
CUST_002426,France,Consumer,2025-02-07,Two-Year,38.02,Active
CUST_002427,Spain,SMB,2024-08-31,Annual,116.06,Churned
CUST_002428,France,Enterprise,2023-10-25,Two-Year,465.17,Active
CUST_002429,France,Enterprise,2022-12-14,Annual,399.22,Active
CUST_002430,Italy,Consumer,2024-02-06,Annual,230.9,Active
