transaction_id,customer_id,transaction_date,product,channel,amount,payment_status
TXN_00053692,CUST_003969,2025-09-25,Broadband,Direct Debit,11.18,Successful
TXN_00053693,CUST_008546,2025-10-13,Mobile,Online,62.28,Successful
TXN_00053694,CUST_001951,2025-04-14,Cloud,Online,71.23,Successful
TXN_00053695,CUST_001407,2025-05-12,Cloud,Partner,25.99,Successful
TXN_00053696,CUST_009757,2025-10-25,Mobile,Direct Debit,32.12,Successful
TXN_00053697,CUST_003606,2025-03-15,Broadband,Online,33.54,Successful
TXN_00053698,CUST_003110,2025-01-18,Mobile,Direct Debit,53.99,Successful
TXN_00053699,CUST_006685,2025-05-14,Security,Online,116.75,Successful
TXN_00053700,CUST_003427,2025-07-13,Mobile,Direct Debit,22.08,Successful
TXN_00053701,CUST_007474,2025-05-22,Broadband,Online,51.18,Failed
TXN_00053702,CUST_004299,2025-07-09,Broadband,Partner,107.17,Successful
TXN_00053703,CUST_007840,2025-03-30,IoT,Online,113.1,Successful
TXN_00053704,CUST_000805,2025-09-19,Mobile,Direct Debit,57.72,Successful
TXN_00053705,CUST_007276,2025-05-23,Security,Online,70.34,Successful
TXN_00053706,CUST_003286,2025-03-23,Mobile,Online,23.78,Successful
TXN_00053707,CUST_004230,2025-04-08,Broadband,Bank Transfer,44.13,Successful
TXN_00053708,CUST_009306,2025-11-18,Mobile,Online,74.74,Successful
TXN_00053709,CUST_004823,2025-08-27,Cloud,Online,31.96,Successful
TXN_00053710,CUST_000745,2025-02-22,Cloud,Online,46.61,Successful
TXN_00053711,CUST_004584,2025-01-08,Mobile,Direct Debit,39.04,Successful
TXN_00053712,CUST_002405,2025-02-14,Mobile,Online,68.1,Successful
TXN_00053713,CUST_004748,2025-02-28,Cloud,Online,266.68,Successful
TXN_00053714,CUST_002178,2025-05-30,Mobile,Online,41.16,Successful
TXN_00053715,CUST_006431,2025-09-12,Broadband,Direct Debit,184.73,Successful
TXN_00053716,CUST_002351,2025-09-08,Broadband,Direct Debit,92.68,Successful
TXN_00053717,CUST_004654,2025-01-12,Broadband,Online,167.89,Successful
TXN_00053718,CUST_009547,2025-06-24,Broadband,Online,89.96,Successful
TXN_00053719,CUST_006379,2025-05-05,Broadband,Online,58.59,Successful
TXN_00053720,CUST_007086,2025-02-05,Security,Online,36.11,Successful
TXN_00053721,CUST_007724,2025-02-02,Mobile,Bank Transfer,24.4,Successful
TXN_00053722,CUST_009198,2025-06-30,Mobile,Online,44.5,Successful
TXN_00053723,CUST_008862,2025-11-25,Mobile,Direct Debit,42.91,Successful
TXN_00053724,CUST_008577,2025-03-21,Mobile,Online,62.46,Successful
TXN_00053725,CUST_003411,2025-11-27,Mobile,Direct Debit,257.62,Successful
TXN_00053726,CUST_006248,2025-12-31,Mobile,Direct Debit,67.87,Successful
TXN_00053727,CUST_008181,2025-09-18,Broadband,Direct Debit,125.37,Successful
TXN_00053728,CUST_005599,2025-08-28,Mobile,Online,57.39,Successful
TXN_00053729,CUST_001272,2025-10-15,Mobile,Online,97.57,Successful
TXN_00053730,CUST_005091,2025-04-16,IoT,Online,152.27,Successful
TXN_00053731,CUST_002162,2025-06-22,Security,Direct Debit,47.36,Successful
TXN_00053732,CUST_006896,2025-10-15,Mobile,Direct Debit,139.77,Successful
TXN_00053733,CUST_008597,2025-07-19,Broadband,Direct Debit,132.65,Successful
TXN_00053734,CUST_007019,2025-02-16,Cloud,Bank Transfer,81.43,Successful
TXN_00053735,CUST_005510,2025-03-22,Security,Bank Transfer,55.75,Successful
TXN_00053736,CUST_005995,2025-08-04,Security,Online,146.8,Successful
TXN_00053737,CUST_005386,2025-01-28,Cloud,Online,26.66,Successful
TXN_00053738,CUST_004490,2025-01-09,Cloud,Bank Transfer,199.47,Failed
TXN_00053739,CUST_002270,2025-08-26,Broadband,Direct Debit,123.55,Successful
TXN_00053740,CUST_006754,2025-03-03,Broadband,Online,20.04,Successful
TXN_00053741,CUST_003496,2025-02-24,Broadband,Online,24.91,Successful
TXN_00053742,CUST_001567,2025-12-25,Broadband,Online,64.09,Successful
TXN_00053743,CUST_008002,2025-12-08,Mobile,Online,27.05,Successful
TXN_00053744,CUST_005516,2025-05-26,Cloud,Direct Debit,37.69,Successful
TXN_00053745,CUST_005204,2025-12-21,Mobile,Direct Debit,29.23,Successful
TXN_00053746,CUST_005193,2025-02-24,IoT,Direct Debit,168.0,Successful
TXN_00053747,CUST_000778,2025-08-31,Broadband,Online,14.89,Successful
TXN_00053748,CUST_005347,2025-05-01,Mobile,Online,44.25,Successful
TXN_00053749,CUST_005437,2025-06-05,Mobile,Partner,129.44,Successful
TXN_00053750,CUST_005109,2025-10-10,Mobile,Partner,61.55,Successful
TXN_00053751,CUST_000071,2025-03-15,Mobile,Online,27.31,Successful
TXN_00053752,CUST_007503,2025-08-17,Broadband,Online,83.94,Successful
TXN_00053753,CUST_006141,2025-10-15,Broadband,Bank Transfer,19.82,Successful
TXN_00053754,CUST_007575,2025-01-15,IoT,Direct Debit,208.01,Successful
TXN_00053755,CUST_005039,2025-03-02,Mobile,Direct Debit,79.43,Successful
TXN_00053756,CUST_003296,2025-08-21,Broadband,Direct Debit,26.98,Successful
TXN_00053757,CUST_008332,2025-07-31,Cloud,Direct Debit,77.16,Successful
TXN_00053758,CUST_003508,2025-12-10,Cloud,Online,65.58,Successful
TXN_00053759,CUST_004533,2025-08-25,Cloud,Online,148.88,Successful
TXN_00053760,CUST_000165,2025-06-28,Mobile,Direct Debit,23.67,Successful
TXN_00053761,CUST_001629,2025-06-21,Broadband,Bank Transfer,118.69,Successful
TXN_00053762,CUST_001133,2025-01-11,Mobile,Online,157.71,Successful
TXN_00053763,CUST_004236,2025-12-08,Broadband,Bank Transfer,29.26,Successful
TXN_00053764,CUST_002624,2025-02-14,Security,Online,93.74,Successful
TXN_00053765,CUST_003325,2025-06-13,Security,Online,50.87,Successful
TXN_00053766,CUST_007658,2025-09-23,Mobile,Partner,71.89,Successful
TXN_00053767,CUST_006830,2025-08-04,Broadband,Direct Debit,76.37,Successful
TXN_00053768,CUST_007979,2025-09-08,Cloud,Direct Debit,128.93,Successful
TXN_00053769,CUST_008159,2025-05-09,Cloud,Direct Debit,23.01,Successful
TXN_00053770,CUST_002481,2025-05-11,Security,Online,50.83,Failed
TXN_00053771,CUST_006157,2025-10-29,Broadband,Direct Debit,33.32,Successful
TXN_00053772,CUST_008698,2025-06-14,Broadband,Partner,37.52,Successful
TXN_00053773,CUST_003048,2025-02-23,Security,Online,118.22,Successful
TXN_00053774,CUST_003757,2025-07-16,Broadband,Direct Debit,84.88,Successful
TXN_00053775,CUST_005315,2025-12-08,Broadband,Direct Debit,37.69,Successful
TXN_00053776,CUST_007981,2025-02-02,Broadband,Direct Debit,91.73,Successful
TXN_00053777,CUST_001473,2025-05-21,Mobile,Direct Debit,168.42,Successful
TXN_00053778,CUST_004669,2025-10-16,Mobile,Direct Debit,117.12,Successful
TXN_00053779,CUST_002424,2025-12-17,Cloud,Partner,50.3,Successful
TXN_00053780,CUST_007127,2025-03-22,Security,Direct Debit,39.2,Failed
TXN_00053781,CUST_002420,2025-12-23,Cloud,Direct Debit,89.42,Successful
TXN_00053782,CUST_003564,2025-02-23,Mobile,Partner,160.71,Successful
TXN_00053783,CUST_003464,2025-02-18,IoT,Partner,54.08,Successful
TXN_00053784,CUST_000707,2025-03-30,Broadband,Online,51.17,Successful
TXN_00053785,CUST_006682,2025-07-28,Broadband,Direct Debit,131.19,Successful
TXN_00053786,CUST_002541,2025-01-16,Mobile,Online,131.53,Successful
TXN_00053787,CUST_004909,2025-04-08,Broadband,Direct Debit,90.04,Successful
TXN_00053788,CUST_006971,2025-12-04,Broadband,Online,79.9,Successful
TXN_00053789,CUST_007869,2025-08-21,Cloud,Online,52.78,Successful
TXN_00053790,CUST_009180,2025-10-01,Broadband,Online,97.63,Successful
TXN_00053791,CUST_001261,2025-07-10,Mobile,Online,111.45,Successful
TXN_00053792,CUST_006283,2025-06-18,Mobile,Online,76.02,Successful
TXN_00053793,CUST_003284,2025-01-23,IoT,Direct Debit,96.81,Successful
TXN_00053794,CUST_007690,2025-08-25,Mobile,Direct Debit,140.86,Successful
TXN_00053795,CUST_003888,2025-06-21,Mobile,Direct Debit,35.87,Successful
TXN_00053796,CUST_000142,2025-12-10,Broadband,Online,67.28,Successful
TXN_00053797,CUST_008561,2025-08-28,IoT,Direct Debit,257.49,Successful
TXN_00053798,CUST_007601,2025-07-19,Broadband,Online,24.9,Successful
TXN_00053799,CUST_003305,2025-06-21,Mobile,Direct Debit,150.15,Successful
TXN_00053800,CUST_008356,2025-07-26,Mobile,Online,41.27,Successful
TXN_00053801,CUST_004105,2025-04-04,Broadband,Bank Transfer,72.32,Successful
TXN_00053802,CUST_004127,2025-01-10,IoT,Direct Debit,47.66,Successful
TXN_00053803,CUST_003000,2025-04-29,Broadband,Bank Transfer,188.61,Successful
TXN_00053804,CUST_004939,2025-05-27,Broadband,Online,69.4,Successful
TXN_00053805,CUST_009945,2025-09-11,Mobile,Direct Debit,30.07,Successful
TXN_00053806,CUST_000524,2025-08-31,Mobile,Direct Debit,51.94,Successful
TXN_00053807,CUST_005934,2025-03-05,IoT,Online,82.79,Successful
TXN_00053808,CUST_001747,2025-04-09,Mobile,Bank Transfer,62.92,Successful
TXN_00053809,CUST_001239,2025-10-10,Mobile,Online,102.13,Successful
TXN_00053810,CUST_000565,2025-11-24,Cloud,Online,54.18,Successful
TXN_00053811,CUST_002733,2025-10-07,Security,Direct Debit,24.46,Successful
TXN_00053812,CUST_007314,2025-08-12,Mobile,Online,33.96,Successful
TXN_00053813,CUST_007363,2025-12-28,Mobile,Online,32.36,Successful
TXN_00053814,CUST_007999,2025-07-17,IoT,Bank Transfer,111.69,Successful
TXN_00053815,CUST_001454,2025-05-01,Broadband,Bank Transfer,40.38,Successful
TXN_00053816,CUST_001087,2025-03-23,Mobile,Online,180.01,Refunded
TXN_00053817,CUST_009821,2025-10-07,Broadband,Online,88.62,Successful
TXN_00053818,CUST_009216,2025-06-25,Broadband,Direct Debit,61.04,Successful
TXN_00053819,CUST_007001,2025-06-08,Mobile,Direct Debit,88.22,Successful
TXN_00053820,CUST_008396,2025-03-28,Security,Bank Transfer,115.59,Successful
TXN_00053821,CUST_008044,2025-11-08,Broadband,Online,26.93,Successful
TXN_00053822,CUST_005763,2025-10-22,Mobile,Online,24.91,Successful
TXN_00053823,CUST_004757,2025-01-16,Mobile,Online,52.18,Successful
TXN_00053824,CUST_009783,2025-06-22,Mobile,Online,72.62,Successful
TXN_00053825,CUST_006763,2025-03-19,Security,Direct Debit,227.97,Failed
TXN_00053826,CUST_008825,2025-11-18,Security,Online,76.68,Successful
TXN_00053827,CUST_002072,2025-02-22,Mobile,Online,61.77,Successful
TXN_00053828,CUST_002227,2025-07-27,Security,Partner,72.4,Successful
TXN_00053829,CUST_006298,2025-12-14,Broadband,Direct Debit,31.15,Successful
TXN_00053830,CUST_009541,2025-08-31,Cloud,Direct Debit,134.47,Successful
TXN_00053831,CUST_006206,2025-05-21,Broadband,Online,50.23,Successful
TXN_00053832,CUST_004430,2025-03-24,Mobile,Direct Debit,91.36,Successful
TXN_00053833,CUST_000249,2025-12-30,Cloud,Online,99.39,Successful
TXN_00053834,CUST_001549,2025-05-08,Mobile,Direct Debit,140.05,Successful
TXN_00053835,CUST_002309,2025-03-13,Broadband,Online,58.8,Successful
TXN_00053836,CUST_002001,2025-09-02,Mobile,Bank Transfer,34.56,Successful
TXN_00053837,CUST_007024,2025-11-23,Mobile,Bank Transfer,19.98,Successful
TXN_00053838,CUST_006842,2025-10-23,Mobile,Online,155.41,Refunded
TXN_00053839,CUST_003797,2025-09-02,Mobile,Partner,104.98,Successful
TXN_00053840,CUST_009876,2025-09-16,Broadband,Bank Transfer,65.28,Successful
TXN_00053841,CUST_003937,2025-06-21,Broadband,Online,56.8,Successful
TXN_00053842,CUST_004453,2025-12-19,Broadband,Bank Transfer,98.22,Successful
TXN_00053843,CUST_005263,2025-09-24,Broadband,Bank Transfer,99.29,Successful
TXN_00053844,CUST_005732,2025-02-25,Broadband,Direct Debit,60.08,Successful
TXN_00053845,CUST_001912,2025-01-27,Security,Online,112.78,Failed
TXN_00053846,CUST_003003,2025-02-25,Mobile,Online,17.94,Successful
TXN_00053847,CUST_006881,2025-11-26,Broadband,Partner,96.29,Successful
TXN_00053848,CUST_008455,2025-05-26,Cloud,Direct Debit,109.89,Successful
TXN_00053849,CUST_004235,2025-11-09,Mobile,Bank Transfer,222.42,Successful
TXN_00053850,CUST_001152,2025-04-25,Cloud,Partner,23.37,Successful
TXN_00053851,CUST_008516,2025-12-20,Mobile,Direct Debit,87.0,Successful
TXN_00053852,CUST_005823,2025-01-31,Broadband,Bank Transfer,41.71,Successful
TXN_00053853,CUST_004363,2025-08-03,Broadband,Online,41.66,Successful
TXN_00053854,CUST_005863,2025-08-27,Mobile,Online,84.03,Successful
TXN_00053855,CUST_008229,2025-06-14,Security,Direct Debit,50.35,Successful
TXN_00053856,CUST_000012,2025-08-13,Cloud,Online,132.73,Successful
TXN_00053857,CUST_003602,2025-07-29,Broadband,Direct Debit,89.08,Successful
TXN_00053858,CUST_009406,2025-03-06,Broadband,Online,39.16,Successful
TXN_00053859,CUST_003008,2025-12-14,Mobile,Bank Transfer,213.58,Successful
TXN_00053860,CUST_009744,2025-08-10,IoT,Direct Debit,169.87,Successful
TXN_00053861,CUST_002815,2025-01-23,Broadband,Direct Debit,99.19,Successful
TXN_00053862,CUST_004675,2025-12-26,Cloud,Online,57.92,Successful
TXN_00053863,CUST_000700,2025-11-23,Mobile,Direct Debit,73.78,Successful
TXN_00053864,CUST_007257,2025-06-30,Cloud,Online,190.28,Successful
TXN_00053865,CUST_002395,2025-05-11,Broadband,Online,24.37,Successful
TXN_00053866,CUST_008488,2025-09-12,Cloud,Direct Debit,38.13,Successful
TXN_00053867,CUST_001298,2025-03-13,Broadband,Bank Transfer,73.3,Successful
TXN_00053868,CUST_001168,2025-08-15,Security,Partner,80.2,Successful
TXN_00053869,CUST_004693,2025-09-09,Mobile,Online,273.07,Successful
TXN_00053870,CUST_000847,2025-04-07,Mobile,Partner,51.48,Successful
TXN_00053871,CUST_003293,2025-11-29,Cloud,Partner,39.97,Successful
TXN_00053872,CUST_006894,2025-07-29,Mobile,Partner,88.21,Successful
TXN_00053873,CUST_005048,2025-01-10,Mobile,Direct Debit,23.63,Successful
TXN_00053874,CUST_005595,2025-08-07,IoT,Direct Debit,42.68,Failed
TXN_00053875,CUST_000908,2025-04-26,Mobile,Bank Transfer,59.07,Successful
TXN_00053876,CUST_006794,2025-12-07,Mobile,Direct Debit,48.35,Successful
TXN_00053877,CUST_000912,2025-01-10,Security,Partner,46.15,Successful
TXN_00053878,CUST_005720,2025-11-05,Mobile,Bank Transfer,32.13,Successful
TXN_00053879,CUST_007908,2025-01-03,Mobile,Online,71.7,Successful
TXN_00053880,CUST_007264,2025-05-27,Mobile,Online,65.89,Successful
TXN_00053881,CUST_003530,2025-08-29,IoT,Online,50.85,Successful
TXN_00053882,CUST_001550,2025-11-22,Mobile,Direct Debit,95.16,Successful
TXN_00053883,CUST_008307,2025-04-04,Mobile,Direct Debit,51.96,Successful
TXN_00053884,CUST_002157,2025-04-03,Mobile,Direct Debit,207.48,Successful
TXN_00053885,CUST_004957,2025-10-27,Mobile,Bank Transfer,28.25,Successful
TXN_00053886,CUST_002371,2025-06-25,Cloud,Direct Debit,90.0,Successful
TXN_00053887,CUST_000298,2025-04-16,Security,Online,63.0,Refunded
TXN_00053888,CUST_004166,2025-10-29,Cloud,Direct Debit,59.89,Successful
TXN_00053889,CUST_005504,2025-05-30,Mobile,Direct Debit,82.12,Successful
TXN_00053890,CUST_007596,2025-08-04,Mobile,Bank Transfer,62.8,Successful
TXN_00053891,CUST_007258,2025-01-04,Mobile,Direct Debit,33.37,Successful
TXN_00053892,CUST_008314,2025-08-19,Mobile,Partner,39.16,Successful
TXN_00053893,CUST_008140,2025-10-02,Mobile,Bank Transfer,35.73,Successful
TXN_00053894,CUST_004013,2025-09-19,Broadband,Direct Debit,31.19,Successful
TXN_00053895,CUST_003412,2025-08-07,Cloud,Bank Transfer,70.21,Successful
TXN_00053896,CUST_006021,2025-12-30,Broadband,Direct Debit,58.73,Successful
TXN_00053897,CUST_004797,2025-06-04,Broadband,Direct Debit,195.8,Successful
TXN_00053898,CUST_002952,2025-04-14,Security,Direct Debit,73.23,Successful
TXN_00053899,CUST_000318,2025-10-04,IoT,Online,57.73,Successful
TXN_00053900,CUST_004758,2025-11-14,Broadband,Partner,158.9,Successful
TXN_00053901,CUST_004694,2025-04-25,Mobile,Direct Debit,23.36,Successful
TXN_00053902,CUST_009410,2025-05-06,Cloud,Direct Debit,56.9,Successful
TXN_00053903,CUST_008126,2025-08-27,Cloud,Online,112.15,Successful
TXN_00053904,CUST_002693,2025-06-22,Broadband,Online,246.45,Successful
TXN_00053905,CUST_001104,2025-07-12,Broadband,Online,88.35,Successful
TXN_00053906,CUST_007880,2025-09-30,Cloud,Bank Transfer,30.66,Successful
TXN_00053907,CUST_004873,2025-10-08,Mobile,Online,95.96,Successful
TXN_00053908,CUST_000422,2025-04-30,Broadband,Online,47.92,Successful
TXN_00053909,CUST_007539,2025-06-16,IoT,Bank Transfer,55.82,Failed
TXN_00053910,CUST_003453,2025-08-20,Cloud,Direct Debit,24.79,Successful
TXN_00053911,CUST_001712,2025-07-05,Cloud,Bank Transfer,26.11,Successful
TXN_00053912,CUST_006588,2025-11-12,IoT,Direct Debit,167.2,Successful
TXN_00053913,CUST_007853,2025-04-10,Security,Direct Debit,62.43,Successful
TXN_00053914,CUST_007761,2025-08-29,Broadband,Bank Transfer,67.63,Successful
TXN_00053915,CUST_002743,2025-11-06,Mobile,Online,108.68,Successful
TXN_00053916,CUST_005922,2025-09-13,Broadband,Bank Transfer,47.83,Successful
TXN_00053917,CUST_004659,2025-10-21,Mobile,Partner,50.81,Successful
TXN_00053918,CUST_008693,2025-04-19,Mobile,Online,45.58,Successful
TXN_00053919,CUST_001898,2025-06-08,Broadband,Bank Transfer,40.89,Successful
TXN_00053920,CUST_008208,2025-11-13,Mobile,Partner,44.78,Successful
TXN_00053921,CUST_003464,2025-05-18,Mobile,Direct Debit,23.31,Successful
TXN_00053922,CUST_006176,2025-03-19,Mobile,Online,52.88,Successful
TXN_00053923,CUST_005022,2025-05-16,Broadband,Online,89.06,Successful
TXN_00053924,CUST_003482,2025-03-05,Mobile,Partner,118.27,Successful
TXN_00053925,CUST_002315,2025-03-30,Mobile,Online,86.58,Successful
TXN_00053926,CUST_003638,2025-02-12,Broadband,Online,56.11,Successful
TXN_00053927,CUST_006075,2025-08-17,Mobile,Direct Debit,48.92,Successful
TXN_00053928,CUST_006151,2025-06-11,Mobile,Partner,19.35,Successful
TXN_00053929,CUST_006233,2025-08-28,Cloud,Direct Debit,71.46,Successful
TXN_00053930,CUST_006566,2025-11-05,Broadband,Online,29.22,Successful
TXN_00053931,CUST_000512,2025-10-17,Broadband,Direct Debit,123.29,Successful
TXN_00053932,CUST_003946,2025-07-29,Cloud,Online,70.64,Successful
TXN_00053933,CUST_003150,2025-10-09,Cloud,Partner,246.35,Successful
TXN_00053934,CUST_003976,2025-07-16,Broadband,Direct Debit,47.97,Successful
TXN_00053935,CUST_003823,2025-11-07,Security,Direct Debit,67.24,Successful
TXN_00053936,CUST_001768,2025-06-09,Mobile,Partner,137.48,Failed
TXN_00053937,CUST_009649,2025-07-16,Broadband,Bank Transfer,23.6,Successful
TXN_00053938,CUST_000003,2025-10-22,Mobile,Direct Debit,10.77,Successful
TXN_00053939,CUST_005956,2025-08-24,Mobile,Direct Debit,36.77,Failed
TXN_00053940,CUST_004615,2025-02-28,IoT,Direct Debit,83.09,Successful
TXN_00053941,CUST_007035,2025-06-20,Mobile,Bank Transfer,230.44,Successful
TXN_00053942,CUST_008309,2025-07-24,Mobile,Online,11.15,Successful
TXN_00053943,CUST_006489,2025-07-04,Mobile,Online,47.21,Successful
TXN_00053944,CUST_007666,2025-01-26,Cloud,Online,79.34,Successful
TXN_00053945,CUST_002739,2025-10-31,Broadband,Online,33.78,Successful
TXN_00053946,CUST_009940,2025-10-08,Mobile,Online,64.8,Successful
TXN_00053947,CUST_000873,2025-10-11,Broadband,Partner,321.64,Successful
TXN_00053948,CUST_006695,2025-10-14,IoT,Online,173.56,Successful
TXN_00053949,CUST_001466,2025-01-08,Security,Direct Debit,79.55,Refunded
TXN_00053950,CUST_002340,2025-02-08,Cloud,Direct Debit,62.84,Successful
TXN_00053951,CUST_008253,2025-03-24,Mobile,Partner,90.38,Successful
TXN_00053952,CUST_006774,2025-10-18,Mobile,Direct Debit,75.3,Successful
TXN_00053953,CUST_006335,2025-04-10,Cloud,Online,60.1,Successful
TXN_00053954,CUST_008285,2025-03-19,Cloud,Bank Transfer,101.43,Successful
TXN_00053955,CUST_002785,2025-07-03,Broadband,Direct Debit,181.34,Successful
TXN_00053956,CUST_006410,2025-11-26,IoT,Online,25.25,Successful
TXN_00053957,CUST_002020,2025-01-08,IoT,Direct Debit,45.53,Successful
TXN_00053958,CUST_004818,2025-07-04,Cloud,Bank Transfer,82.76,Successful
TXN_00053959,CUST_004049,2025-02-12,Cloud,Online,51.45,Successful
TXN_00053960,CUST_006186,2025-05-09,Mobile,Direct Debit,43.86,Successful
TXN_00053961,CUST_000650,2025-05-12,IoT,Direct Debit,26.43,Successful
TXN_00053962,CUST_000259,2025-09-11,Cloud,Bank Transfer,40.53,Successful
TXN_00053963,CUST_000317,2025-10-16,Mobile,Bank Transfer,52.08,Successful
TXN_00053964,CUST_002652,2025-02-17,Broadband,Online,126.6,Successful
TXN_00053965,CUST_005761,2025-11-19,Security,Bank Transfer,55.11,Successful
TXN_00053966,CUST_001578,2025-08-27,Broadband,Online,59.85,Successful
TXN_00053967,CUST_009913,2025-10-10,IoT,Direct Debit,111.19,Successful
TXN_00053968,CUST_004135,2025-06-23,Mobile,Partner,89.79,Successful
TXN_00053969,CUST_003032,2025-08-04,Cloud,Direct Debit,49.13,Successful
TXN_00053970,CUST_008931,2025-06-09,Broadband,Direct Debit,42.32,Successful
TXN_00053971,CUST_001753,2025-01-26,IoT,Direct Debit,35.36,Successful
TXN_00053972,CUST_001880,2025-02-23,Cloud,Online,248.87,Successful
TXN_00053973,CUST_003808,2025-09-27,Broadband,Direct Debit,31.6,Failed
TXN_00053974,CUST_000710,2025-10-09,Mobile,Direct Debit,44.21,Successful
TXN_00053975,CUST_006815,2025-04-04,Cloud,Direct Debit,41.7,Successful
TXN_00053976,CUST_007770,2025-07-03,Security,Online,44.49,Successful
TXN_00053977,CUST_003536,2025-07-05,IoT,Bank Transfer,55.31,Successful
TXN_00053978,CUST_008680,2025-01-02,Mobile,Online,57.86,Refunded
TXN_00053979,CUST_000074,2025-11-23,Cloud,Direct Debit,114.11,Successful
TXN_00053980,CUST_005314,2025-05-16,Security,Online,45.58,Successful
TXN_00053981,CUST_007301,2025-12-14,Mobile,Partner,46.72,Successful
TXN_00053982,CUST_003766,2025-12-07,Cloud,Partner,76.24,Successful
TXN_00053983,CUST_009467,2025-05-21,Mobile,Online,56.14,Successful
TXN_00053984,CUST_004306,2025-05-18,IoT,Online,140.75,Successful
TXN_00053985,CUST_009181,2025-05-11,Security,Online,22.61,Successful
TXN_00053986,CUST_006590,2025-05-14,Security,Bank Transfer,84.02,Successful
TXN_00053987,CUST_002309,2025-08-25,Mobile,Online,37.74,Successful
TXN_00053988,CUST_008313,2025-03-03,Mobile,Online,83.73,Successful
TXN_00053989,CUST_000308,2025-10-09,Broadband,Direct Debit,54.48,Successful
TXN_00053990,CUST_001895,2025-06-07,Broadband,Online,30.03,Successful
TXN_00053991,CUST_007799,2025-01-10,Broadband,Direct Debit,140.04,Successful
TXN_00053992,CUST_009023,2025-02-22,Mobile,Online,57.7,Successful
TXN_00053993,CUST_003881,2025-02-23,Mobile,Bank Transfer,25.1,Failed
TXN_00053994,CUST_006574,2025-10-06,Mobile,Bank Transfer,51.57,Successful
TXN_00053995,CUST_006975,2025-12-15,Mobile,Bank Transfer,82.81,Successful
TXN_00053996,CUST_007383,2025-08-22,Mobile,Online,14.56,Successful
TXN_00053997,CUST_009057,2025-09-02,Broadband,Online,377.78,Successful
TXN_00053998,CUST_000870,2025-04-06,Mobile,Online,65.58,Successful
TXN_00053999,CUST_001926,2025-04-01,Broadband,Online,66.46,Refunded
TXN_00054000,CUST_009184,2025-02-16,Mobile,Online,51.07,Successful
TXN_00054001,CUST_005446,2025-06-28,Security,Bank Transfer,101.83,Successful
TXN_00054002,CUST_005282,2025-09-09,Security,Bank Transfer,73.59,Successful
TXN_00054003,CUST_004030,2025-11-10,IoT,Direct Debit,12.81,Successful
TXN_00054004,CUST_003622,2025-01-06,Mobile,Direct Debit,83.89,Successful
TXN_00054005,CUST_002449,2025-07-15,Mobile,Online,35.4,Successful
TXN_00054006,CUST_003990,2025-12-25,IoT,Partner,9.6,Successful
TXN_00054007,CUST_000734,2025-11-27,Security,Online,248.35,Successful
TXN_00054008,CUST_002931,2025-03-17,Broadband,Online,209.34,Successful
TXN_00054009,CUST_009936,2025-07-09,Security,Online,42.44,Successful
TXN_00054010,CUST_001630,2025-02-25,Security,Direct Debit,19.84,Successful
TXN_00054011,CUST_007323,2025-05-14,Mobile,Online,111.63,Successful
TXN_00054012,CUST_000347,2025-02-14,Cloud,Direct Debit,20.0,Successful
TXN_00054013,CUST_007339,2025-03-06,Mobile,Partner,23.0,Successful
TXN_00054014,CUST_002645,2025-10-03,Mobile,Direct Debit,341.78,Successful
TXN_00054015,CUST_007024,2025-11-16,Broadband,Online,53.04,Successful
TXN_00054016,CUST_004967,2025-12-20,Cloud,Online,48.47,Successful
TXN_00054017,CUST_007757,2025-07-08,Mobile,Bank Transfer,75.53,Successful
TXN_00054018,CUST_006668,2025-09-13,Mobile,Bank Transfer,88.56,Successful
TXN_00054019,CUST_005581,2025-07-05,Mobile,Partner,115.8,Successful
TXN_00054020,CUST_007334,2025-11-21,Mobile,Partner,210.63,Successful
TXN_00054021,CUST_009659,2025-09-02,Mobile,Online,51.01,Successful
TXN_00054022,CUST_005957,2025-05-07,Cloud,Bank Transfer,97.77,Successful
TXN_00054023,CUST_001739,2025-10-07,Mobile,Direct Debit,72.47,Successful
TXN_00054024,CUST_001161,2025-02-22,Security,Direct Debit,141.97,Successful
TXN_00054025,CUST_005477,2025-09-12,Broadband,Partner,31.51,Failed
TXN_00054026,CUST_004316,2025-08-23,Broadband,Direct Debit,58.48,Failed
TXN_00054027,CUST_006086,2025-10-08,Cloud,Online,189.44,Successful
TXN_00054028,CUST_006675,2025-04-24,Mobile,Online,30.87,Successful
TXN_00054029,CUST_001870,2025-10-06,Security,Direct Debit,42.39,Successful
TXN_00054030,CUST_007432,2025-05-24,Cloud,Bank Transfer,33.38,Successful
TXN_00054031,CUST_009914,2025-08-03,IoT,Partner,57.38,Successful
TXN_00054032,CUST_003246,2025-11-11,Broadband,Direct Debit,31.92,Successful
TXN_00054033,CUST_009288,2025-09-14,Cloud,Online,39.69,Successful
TXN_00054034,CUST_009285,2025-05-24,Mobile,Bank Transfer,118.81,Successful
TXN_00054035,CUST_004186,2025-05-26,Broadband,Direct Debit,69.55,Successful
TXN_00054036,CUST_007954,2025-01-10,IoT,Online,92.19,Successful
TXN_00054037,CUST_009324,2025-06-25,Broadband,Direct Debit,99.76,Successful
TXN_00054038,CUST_008518,2025-07-11,Mobile,Online,102.83,Successful
TXN_00054039,CUST_003887,2025-11-06,Mobile,Direct Debit,215.95,Successful
TXN_00054040,CUST_006666,2025-04-21,Mobile,Direct Debit,86.94,Successful
